,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
902,20357045,0.6900000000000001,False,Bos en Lommer,52.3782,4.86125,Entire home/apt,2,1,2,9,225.0,3,21,True,0,0,5.0,False,112.5,675.0,0.1,0.15,0.22,4.99,0.021917808219178082,1116.150684931507
903,20430895,0.25,False,Oostelijk Havengebied - Indische Buurt,52.37798,4.94299,Entire home/apt,2,1,1,1,85.0,3,28,True,0,0,4.9,False,42.5,255.0,0.06,0.13,0.16,4.99,0.06575342465753424,571.3561643835617
904,20498694,0.98,False,De Baarsjes - Oud-West,52.36214,4.87618,Private room,2,1,1,6,100.0,3,1125,True,4,6,4.63,False,50.0,300.0,0.08,0.15,0.17,4.99,0.7671232876712328,522.5616438356165
905,20516768,0.8800000000000001,True,De Pijp - Rivierenbuurt,52.35447,4.89479,Private room,1,1,2,3,65.0,3,10,True,2,7,4.35,True,65.0,195.0,0.05,0.12,0.15,2.99,0.2465753424657534,374.2739726027397
906,20596974,0.1,False,Oud-Noord,52.39852,4.91651,Entire home/apt,2,1,3,4,95.0,4,14,True,0,0,5.0,False,47.5,380.0,0.05,0.09,0.15,4.99,0.0,487.28767123287673
907,20618345,0.67,False,Westerpark,52.38501,4.86642,Entire home/apt,3,2,1,3,132.0,4,21,True,0,0,4.83,False,44.0,528.0,0.07,0.12,0.19,4.99,0.0,661.3972602739726
908,20644162,1.0,False,De Baarsjes - Oud-West,52.36378,4.866,Entire home/apt,4,2,3,12,350.0,3,30,True,0,0,4.89,False,87.5,1050.0,0.08,0.18,0.23,4.99,0.0,1589.3835616438357
909,20669946,0.8,True,Centrum-West,52.3775,4.88771,Entire home/apt,2,1,1,5,250.0,7,34,True,3,0,5.0,True,125.0,1750.0,0.11,0.23,0.27,4.99,0.06301369863013699,1250.0
910,20685033,0.92,True,Osdorp,52.36665,4.8072,Private room,2,1,1,5,61.0,3,5,True,0,5,4.44,False,30.5,183.0,0.07,0.13,0.14,2.99,0.13150684931506848,345.93150684931504
911,20692335,0.25,False,Noord-Oost,52.39573,4.94277,Entire home/apt,2,1,1,6,150.0,15,1125,True,28,0,4.5,False,75.0,2250.0,0.08,0.21,0.21,4.99,0.14794520547945206,750.0
912,20701838,0.87,True,Centrum-West,52.38001,4.88879,Entire home/apt,4,2,2,20,495.0,3,1125,True,0,3,4.67,True,123.75,1485.0,0.01,0.19,0.23,10.99,0.0,2475.0
913,20707848,0.77,False,Centrum-Oost,52.36147,4.89189,Entire home/apt,2,1,1,11,180.0,3,1125,True,2,2,4.88,False,90.0,540.0,0.09,0.19,0.18,4.99,0.00821917808219178,907.1095890410959
914,20735962,0.76,True,Centrum-West,52.37602,4.8854,Entire home/apt,2,1,1,8,175.0,3,90,True,0,0,4.86,True,87.5,525.0,0.06,0.22,0.22,4.99,0.0,875.0
915,20736260,0.3,True,Centrum-West,52.37567,4.88755,Entire home/apt,4,2,3,17,350.0,7,34,True,3,2,4.96,True,87.5,2450.0,0.11,0.23,0.19,4.99,0.17534246575342466,1750.0
916,20743521,0.63,False,Centrum-West,52.37788,4.89121,Entire home/apt,2,1,1,6,175.0,5,1125,True,0,0,4.89,False,87.5,875.0,0.08,0.21,0.19,4.99,0.0,875.0
917,20792976,0.99,False,Gaasperdam - Driemond,52.29132,4.96829,Private room,2,1,1,1,74.0,3,1125,True,7,2,4.13,True,37.0,222.0,0.06,0.14,0.14,2.99,0.8931506849315068,363.7945205479452
918,20793220,0.99,False,Gaasperdam - Driemond,52.29307,4.96851,Private room,2,1,2,1,83.0,3,1125,True,9,2,4.29,True,41.5,249.0,0.05,0.12,0.15,4.99,0.8821917808219178,392.67123287671234
919,20857622,1.0,True,Watergraafsmeer,52.35358,4.93097,Private room,3,1,2,9,107.0,3,1125,True,6,2,4.94,False,35.67,321.0,0.04,0.1,0.17,4.99,0.3041095890410959,515.068493150685
920,20907952,0.23000000000000004,False,De Pijp - Rivierenbuurt,52.3567,4.88879,Entire home/apt,2,1,1,11,345.0,7,365,True,1,1,4.14,False,172.5,2415.0,0.06,0.21,0.23,4.99,0.1863013698630137,1364.041095890411
921,20922280,0.95,False,De Pijp - Rivierenbuurt,52.35593,4.89857,Private room,2,1,1,10,200.0,3,1125,True,0,0,4.56,False,100.0,600.0,0.06,0.15,0.23,4.99,0.0,717.4657534246576
922,20967046,0.6,False,De Baarsjes - Oud-West,52.36337,4.87484,Entire home/apt,4,2,2,3,163.0,3,1125,True,0,0,5.0,False,40.75,489.0,0.07,0.13,0.21,4.99,0.0,801.5068493150685
923,20981331,0.75,False,De Baarsjes - Oud-West,52.36808,4.87323,Entire home/apt,2,1,1,7,225.0,3,999,True,1,0,4.82,False,112.5,675.0,0.08,0.2,0.25,4.99,0.01643835616438356,1123.5616438356165
924,21005647,0.75,False,Oud-Oost,52.35124,4.91228,Entire home/apt,4,2,3,8,250.0,3,1125,True,4,0,4.88,False,62.5,750.0,0.06,0.25,0.25,4.99,0.010958904109589041,1292.7945205479452
925,21009564,0.78,True,Centrum-Oost,52.36778,4.89942,Private room,2,1,1,2,140.0,3,10,True,4,7,4.75,True,70.0,420.0,0.06,0.17,0.19,4.99,0.29315068493150687,798.7260273972603
926,21073542,1.0,True,Oud-Noord,52.3934,4.90731,Entire home/apt,4,2,4,5,199.0,3,1125,True,0,0,5.0,False,49.75,597.0,0.08,0.12,0.22,4.99,0.0,995.0
927,21118786,0.38,False,Zuid,52.35459,4.87039,Private room,2,1,1,4,100.0,3,10,True,0,0,4.95,False,50.0,300.0,0.08,0.16,0.2,4.99,0.4246575342465753,500.0
928,21133841,0.47000000000000003,False,De Baarsjes - Oud-West,52.374,4.86199,Entire home/apt,4,2,4,7,190.0,3,1125,True,0,0,5.0,False,47.5,570.0,0.06,0.18,0.16,4.99,0.06301369863013699,976.5479452054794
929,21226334,0.96,True,Centrum-West,52.37601,4.89144,Entire home/apt,4,2,2,29,784.0,3,1125,True,4,1,4.59,True,196.0,2352.0,0.09,0.18,0.35000000000000003,10.99,0.684931506849315,3973.904109589041
930,21247963,0.75,False,Bos en Lommer,52.38307,4.84968,Entire home/apt,2,1,1,1,145.0,3,112,True,0,0,5.0,False,72.5,435.0,0.08,0.14,0.14,4.99,0.0,725.0
931,21264368,1.0,False,De Baarsjes - Oud-West,52.36174,4.86483,Entire home/apt,4,2,2,10,250.0,4,8,True,0,0,5.0,True,62.5,1000.0,0.08,0.17,0.25,4.99,0.0,1250.0
932,21317969,0.96,False,De Baarsjes - Oud-West,52.36238,4.85517,Entire home/apt,4,2,2,12,259.0,7,180,True,9,2,4.6,True,64.75,1813.0,0.12,0.22,0.28,4.99,0.4246575342465753,1397.7534246575342
933,21363769,0.32999999999999996,False,De Pijp - Rivierenbuurt,52.34997,4.88727,Entire home/apt,4,2,2,7,320.0,4,1125,True,5,0,4.79,False,80.0,1280.0,0.1,0.23,0.18,4.99,0.0136986301369863,1144.6575342465753
934,21364149,1.0,False,IJburg - Zeeburgereiland,52.3542,4.99427,Entire home/apt,2,1,1,5,90.0,6,20,True,0,0,5.0,False,45.0,540.0,0.07,0.16,0.16,4.99,0.0,450.0
935,21374801,0.91,False,De Pijp - Rivierenbuurt,52.35305,4.90107,Entire home/apt,2,1,1,8,150.0,3,1125,True,0,0,4.91,False,75.0,450.0,0.07,0.07,0.2,4.99,0.0,750.0
936,21511394,1.0,False,Watergraafsmeer,52.35158,4.92036,Private room,2,1,1,7,82.0,3,4,True,3,3,4.61,True,41.0,246.0,0.06,0.13,0.16,4.99,0.0958904109589041,409.4246575342466
937,21546628,0.7200000000000001,False,Oud-Noord,52.38535,4.90764,Entire home/apt,4,2,5,21,625.0,3,40,True,3,2,4.69,True,156.25,1875.0,0.08,0.24,0.29,10.99,0.00821917808219178,2317.4657534246576
938,21556688,0.0,False,Oud-Noord,52.38217,4.90775,Entire home/apt,4,2,2,14,375.0,3,30,True,0,0,4.9,False,93.75,1125.0,0.06,0.22,0.28,4.99,0.1780821917808219,1885.6849315068494
939,21640663,0.8,False,Slotervaart,52.35558,4.83323,Private room,2,1,1,10,42.0,4,25,True,0,0,4.92,True,21.0,168.0,0.09,0.1,0.13,0.99,0.0,294.64383561643837
940,21653143,0.75,False,De Pijp - Rivierenbuurt,52.34859,4.90265,Entire home/apt,4,2,1,10,230.0,3,1125,True,0,0,5.0,False,57.5,690.0,0.09,0.2,0.22,4.99,0.0,1150.0
941,21731645,0.33,False,De Baarsjes - Oud-West,52.36971,4.84919,Entire home/apt,2,1,1,6,127.0,3,14,True,0,0,5.0,False,63.5,381.0,0.07,0.17,0.15,4.99,0.0,635.6164383561644
942,21747088,0.0,False,Centrum-West,52.37561,4.89386,Entire home/apt,3,2,2,4,174.0,21,1125,True,0,0,4.84,False,58.0,3654.0,0.06,0.19,0.19,4.99,0.5068493150684932,870.1095890410959
943,21747510,0.86,False,Centrum-Oost,52.37015,4.91369,Entire home/apt,6,3,3,25,540.0,3,1125,True,0,0,4.04,True,90.0,1620.0,0.1,0.19,0.27,10.99,0.00821917808219178,2700.0
944,21778270,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36437,4.94105,Entire home/apt,2,1,1,5,110.0,3,1125,True,3,0,5.0,False,55.0,330.0,0.07,0.12,0.15,4.99,0.00821917808219178,559.3150684931506
945,21783756,0.6699999999999999,False,Zuid,52.34948,4.87911,Entire home/apt,2,1,1,11,200.0,3,1125,True,0,0,5.0,False,100.0,600.0,0.09,0.17,0.25,4.99,0.0,1000.0
946,21792561,0.5,False,Westerpark,52.38153,4.87691,Entire home/apt,4,2,2,10,295.0,4,1125,True,0,0,4.83,False,73.75,1180.0,0.08,0.18,0.29,4.99,0.0,1475.0
947,21822487,0.33,False,De Baarsjes - Oud-West,52.36946,4.86441,Entire home/apt,2,1,1,4,175.0,5,1125,True,3,0,5.0,False,87.5,875.0,0.08,0.27,0.18,4.99,0.00821917808219178,505.4109589041096
948,21825799,0.53,False,Noord-West,52.41786,4.88603,Entire home/apt,4,2,2,5,85.0,3,1125,True,0,0,4.71,False,21.25,255.0,0.05,0.13,0.15,4.99,0.4191780821917808,446.7808219178082
949,21859606,0.9,True,Centrum-West,52.37273,4.89294,Private room,2,1,1,5,189.0,3,1125,True,5,3,4.93,True,94.5,567.0,0.07,0.18,0.22,4.99,0.39452054794520547,904.3150684931506
950,21930458,0.87,False,Centrum-West,52.37858,4.88252,Entire home/apt,2,1,1,10,200.0,3,1125,True,0,0,4.75,False,100.0,600.0,0.08,0.2,0.25,4.99,0.038356164383561646,1001.917808219178
951,21954616,0.0,False,Westerpark,52.38146,4.87547,Entire home/apt,2,1,1,7,200.0,3,1125,True,0,0,5.0,False,100.0,600.0,0.1,0.16,0.27,4.99,0.0,1000.0
952,21964561,0.89,False,De Baarsjes - Oud-West,52.36461,4.85876,Entire home/apt,4,2,2,19,475.0,7,21,True,0,0,4.5,False,118.75,3325.0,0.12,0.18,0.37,10.99,0.8493150684931506,2375.0
953,21980258,0.72,False,Zuid,52.35759,4.87369,Entire home/apt,4,2,2,11,299.0,5,1125,True,0,0,4.7,True,74.75,1495.0,0.1,0.2,0.21,4.99,0.0,1683.9315068493152
954,22014200,0.42000000000000004,False,Zuid,52.34678,4.86251,Entire home/apt,2,1,1,7,200.0,3,1125,True,0,1,4.84,False,100.0,600.0,0.09,0.18,0.2,4.99,0.0,1000.0
955,22028930,0.0,False,Osdorp,52.35225,4.80131,Entire home/apt,2,1,1,3,94.0,3,1125,True,0,0,4.92,False,47.0,282.0,0.05,0.12,0.15,4.99,0.0,429.2328767123288
956,22032316,0.51,False,Centrum-Oost,52.3705,4.91294,Entire home/apt,2,1,2,6,200.0,7,60,True,0,1,4.95,False,100.0,1400.0,0.09,0.26,0.15,4.99,0.0,1000.0
957,22056733,0.0,False,Zuid,52.35715,4.86032,Entire home/apt,2,1,1,7,130.0,25,1125,True,0,0,4.63,False,65.0,3250.0,0.07,0.18,0.14,4.99,0.0,650.0
958,22062268,0.88,False,Westerpark,52.38453,4.87098,Entire home/apt,4,2,2,7,250.0,3,30,True,0,1,5.0,False,62.5,750.0,0.09,0.16,0.34,4.99,0.08493150684931507,1361.7945205479452
959,22081165,0.0,False,Oud-Oost,52.36105,4.92658,Entire home/apt,2,1,1,8,90.0,4,30,True,0,0,5.0,False,45.0,360.0,0.06,0.1,0.15,4.99,0.0,450.0
960,22111919,1.0,False,Noord-West,52.41587,4.90767,Entire home/apt,4,2,4,9,145.0,3,28,True,0,0,5.0,False,36.25,435.0,0.06,0.11,0.2,4.99,0.0,725.0
961,22148520,0.26,False,Centrum-Oost,52.36917,4.92144,Entire home/apt,2,1,1,9,159.0,3,4,True,0,0,4.96,False,79.5,477.0,0.07,0.13,0.17,4.99,0.0,816.9589041095891
962,22216801,0.6100000000000001,False,Centrum-Oost,52.3604,4.89921,Entire home/apt,4,2,2,9,300.0,3,30,True,0,1,4.58,False,75.0,900.0,0.1,0.17,0.22,4.99,0.08493150684931507,1500.0
963,22263693,0.74,False,De Pijp - Rivierenbuurt,52.35523,4.90199,Entire home/apt,4,2,2,10,250.0,3,1125,True,0,1,4.91,False,62.5,750.0,0.07,0.12,0.24,4.99,0.0,1342.4520547945206
964,22285140,1.0,True,Bijlmer-Centrum,52.32727,4.94662,Entire home/apt,2,1,1,6,99.0,3,1125,True,5,5,4.88,False,49.5,297.0,0.05,0.14,0.14,4.99,0.18904109589041096,490.6027397260274
965,22289473,0.8300000000000001,False,De Baarsjes - Oud-West,52.36117,4.857,Entire home/apt,2,1,2,4,140.0,3,15,True,0,0,4.73,False,70.0,420.0,0.06,0.09,0.18,4.99,0.0821917808219178,700.0
966,22367852,0.9199999999999999,True,Centrum-West,52.37189,4.87735,Private room,2,1,1,9,114.0,3,1125,True,4,6,4.93,False,57.0,342.0,0.08,0.16,0.22,4.99,0.5178082191780822,563.6986301369863
967,22383098,0.8,False,Centrum-West,52.37597,4.8784,Entire home/apt,4,2,3,4,120.0,7,365,True,7,1,4.15,True,30.0,840.0,0.05,0.18,0.16,4.99,0.19452054794520549,579.8767123287671
968,22383562,1.0,False,Westerpark,52.37754,4.8769,Entire home/apt,4,2,4,8,232.0,7,365,True,9,0,4.17,True,58.0,1624.0,0.06,0.23,0.27,4.99,0.1506849315068493,608.2191780821918
969,22383593,0.33000000000000007,False,Oud-Noord,52.39174,4.94425,Private room,4,1,3,11,150.0,3,1125,True,2,3,4.99,False,37.5,450.0,0.07,0.11,0.19,4.99,0.7780821917808219,750.0
970,22383767,0.75,False,Centrum-West,52.37673,4.87867,Entire home/apt,4,2,3,9,229.0,7,365,True,23,0,4.05,True,57.25,1603.0,0.08,0.27,0.29,4.99,0.9342465753424658,641.082191780822
971,22405862,0.54,False,Oud-Noord,52.39773,4.90573,Entire home/apt,4,2,4,12,250.0,3,30,True,0,0,4.33,False,62.5,750.0,0.05,0.17,0.3,4.99,0.049315068493150684,1282.3561643835617
972,22500574,0.0,False,Zuid,52.3468,4.87061,Entire home/apt,2,1,1,6,110.0,20,1125,True,1,0,4.57,False,55.0,2200.0,0.06,0.1,0.18,4.99,0.42191780821917807,550.0
973,22543359,0.7000000000000001,False,Noord-Oost,52.40365,4.9305,Entire home/apt,4,2,3,1,193.0,3,1125,True,0,1,4.76,False,48.25,579.0,0.08,0.19,0.17,4.99,0.0547945205479452,1036.5068493150684
974,22559057,1.0,True,Watergraafsmeer,52.3551,4.92993,Private room,2,1,1,6,99.0,3,120,True,2,3,4.7,True,49.5,297.0,0.06,0.13,0.16,4.99,0.1643835616438356,645.8219178082192
975,22581281,0.07,False,Oud-Oost,52.35291,4.90985,Entire home/apt,4,2,7,29,750.0,3,14,True,6,0,4.89,True,187.5,2250.0,0.08,0.31,0.26,10.99,0.5534246575342465,3427.246575342466
976,22605745,0.8200000000000001,True,Oud-Oost,52.36277,4.92268,Private room,1,1,1,6,71.0,28,1125,True,7,1,4.53,False,71.0,1988.0,0.05,0.13,0.17,2.99,0.3506849315068493,312.1232876712329
977,22609716,0.74,False,De Pijp - Rivierenbuurt,52.35807,4.9,Entire home/apt,4,2,4,11,285.0,3,14,True,0,0,5.0,False,71.25,855.0,0.09,0.15,0.18,4.99,0.0,1425.0
978,22620752,0.28,False,Zuid,52.34965,4.85504,Entire home/apt,2,1,1,10,99.0,3,30,True,0,0,4.79,False,49.5,297.0,0.06,0.15,0.15,4.99,0.0,495.0
979,22627191,1.0,False,IJburg - Zeeburgereiland,52.35006,5.01187,Entire home/apt,4,2,3,5,170.0,3,20,True,0,0,4.96,True,42.5,510.0,0.06,0.21,0.24,4.99,0.0136986301369863,850.0
980,22643412,0.61,False,Centrum-Oost,52.37519,4.91748,Private room,4,1,3,12,250.0,4,88,True,1,2,4.82,False,62.5,1000.0,0.14,0.18,0.2,4.99,0.4794520547945205,1102.3287671232877
981,22663747,0.33,False,IJburg - Zeeburgereiland,52.35689,4.99314,Entire home/apt,3,2,3,11,206.0,4,1125,True,0,0,4.83,False,68.67,824.0,0.07,0.16,0.19,4.99,0.01643835616438356,1044.6575342465753
982,22670599,0.51,False,De Pijp - Rivierenbuurt,52.34818,4.90577,Entire home/apt,2,1,1,6,220.0,4,1124,True,0,0,5.0,False,110.0,880.0,0.07,0.25,0.25,4.99,0.0,1100.0
983,22679414,1.0,True,Oostelijk Havengebied - Indische Buurt,52.36794,4.93965,Private room,4,1,2,7,150.0,3,14,True,2,7,4.89,False,37.5,450.0,0.09,0.13,0.18,4.99,0.005479452054794521,853.2739726027397
984,22712436,0.64,False,Centrum-Oost,52.36978,4.92153,Entire home/apt,2,1,1,12,180.0,5,1125,True,0,0,5.0,False,90.0,900.0,0.08,0.17,0.16,4.99,0.0,900.0
985,22716592,0.0,False,Zuid,52.33918,4.84905,Entire home/apt,4,2,4,15,395.0,4,14,True,0,0,5.0,False,98.75,1580.0,0.1,0.19,0.27,4.99,0.6767123287671233,1975.0
986,22853545,0.7000000000000001,False,Westerpark,52.38027,4.86961,Entire home/apt,4,2,3,5,189.0,3,1125,True,0,0,5.0,False,47.25,567.0,0.08,0.17,0.22,4.99,0.0,945.0
987,22883559,0.25,False,Noord-West,52.41044,4.90729,Entire home/apt,6,3,5,13,175.0,6,1125,True,0,0,5.0,False,29.17,1050.0,0.09,0.17,0.18,4.99,0.19452054794520549,875.0
988,22896629,1.0,False,Watergraafsmeer,52.35065,4.94215,Entire home/apt,4,2,4,9,205.0,4,1125,True,0,0,5.0,False,51.25,820.0,0.11,0.18,0.23,4.99,0.0273972602739726,1278.0
989,22966086,0.92,False,Oud-Noord,52.39231,4.92461,Entire home/apt,2,1,1,1,95.0,7,21,True,0,0,4.4,False,47.5,665.0,0.05,0.12,0.14,4.99,0.0027397260273972603,475.1095890410959
990,23059863,1.0,False,Centrum-Oost,52.36452,4.91023,Entire home/apt,2,1,2,12,225.0,6,1125,True,0,0,5.0,False,112.5,1350.0,0.07,0.24,0.27,4.99,0.03561643835616438,1154.6301369863013
991,23083927,0.67,False,De Pijp - Rivierenbuurt,52.35602,4.88901,Entire home/apt,5,3,3,9,250.0,3,14,True,3,1,4.92,False,50.0,750.0,0.09,0.11,0.23,4.99,0.06575342465753424,1253.7671232876712
992,23105158,0.5,False,De Baarsjes - Oud-West,52.36357,4.8684,Entire home/apt,3,2,3,9,225.0,3,1125,True,0,0,4.45,False,75.0,675.0,0.12,0.23,0.19,4.99,0.1178082191780822,1242.3287671232877
993,23105451,0.0,False,Noord-West,52.40661,4.89922,Entire home/apt,4,2,4,13,302.0,5,1125,True,0,0,5.0,False,75.5,1510.0,0.09,0.16,0.39,4.99,0.873972602739726,1509.2465753424658
994,23105565,0.71,False,De Baarsjes - Oud-West,52.36739,4.87076,Private room,2,1,1,3,75.0,7,1125,True,0,0,4.8,False,37.5,525.0,0.04,0.1,0.16,4.99,0.0,375.0
995,23266609,0.5,False,De Baarsjes - Oud-West,52.36017,4.84902,Private room,2,1,1,7,73.0,3,1125,True,0,0,4.34,False,36.5,219.0,0.05,0.09,0.16,2.99,0.0,365.0
996,23272847,0.52,False,Slotervaart,52.3609,4.83942,Entire home/apt,4,2,2,5,213.0,4,1125,True,0,0,4.94,False,53.25,852.0,0.1,0.17,0.23,4.99,0.0,957.013698630137
997,23312970,0.3,True,Centrum-West,52.37414,4.89404,Entire home/apt,4,2,3,10,240.0,3,1125,True,3,5,4.94,False,60.0,720.0,0.07,0.2,0.24,4.99,0.44931506849315067,1293.6027397260275
998,23326462,0.14,False,De Baarsjes - Oud-West,52.36636,4.86407,Entire home/apt,5,3,4,5,190.0,3,16,True,0,0,4.85,False,38.0,570.0,0.06,0.13,0.23,4.99,0.0,950.2739726027397
999,23364006,0.25,False,Oud-Noord,52.40033,4.91447,Entire home/apt,4,2,2,5,123.0,6,7,True,0,0,4.77,False,30.75,738.0,0.06,0.08,0.16,4.99,0.0,614.2465753424658
1000,23414875,0.2,False,IJburg - Zeeburgereiland,52.35638,4.99051,Entire home/apt,4,2,4,6,180.0,5,21,True,0,0,5.0,False,45.0,900.0,0.08,0.23,0.18,4.99,0.4684931506849315,910.2739726027397
1001,23444823,1.0,False,Westerpark,52.37556,4.87539,Entire home/apt,2,1,1,3,149.0,3,30,True,0,0,4.73,False,74.5,447.0,0.07,0.16,0.17,4.99,0.0,745.0
1002,23462549,0.5800000000000001,True,Centrum-Oost,52.36137,4.89481,Entire home/apt,2,1,1,6,125.0,7,62,True,2,2,4.96,False,62.5,875.0,0.06,0.14,0.17,4.99,0.35342465753424657,607.1917808219179
1003,23558784,0.9700000000000001,True,De Aker - Nieuw Sloten,52.34778,4.78807,Private room,1,1,1,1,49.0,28,92,True,5,0,4.51,True,49.0,1372.0,0.1,0.08,0.14,0.99,0.821917808219178,245.82191780821918
1004,23606967,0.15000000000000002,False,De Pijp - Rivierenbuurt,52.34216,4.91153,Entire home/apt,2,1,1,6,150.0,4,1125,True,0,0,5.0,False,75.0,600.0,0.08,0.12,0.21,4.99,0.00821917808219178,772.3287671232877
1005,23607656,1.0,False,De Baarsjes - Oud-West,52.36535,4.85131,Entire home/apt,2,1,1,6,90.0,3,30,True,0,0,4.94,False,45.0,270.0,0.07,0.12,0.16,4.99,0.0,478.5068493150685
1006,23628998,1.0,False,De Baarsjes - Oud-West,52.36699,4.8551,Entire home/apt,2,1,1,8,249.0,7,1125,True,0,0,4.96,False,124.5,1743.0,0.06,0.16,0.21,4.99,0.0,1245.0
1007,23642726,0.85,False,Centrum-West,52.38615,4.88741,Entire home/apt,4,2,4,10,275.0,3,30,True,0,0,4.88,False,68.75,825.0,0.1,0.2,0.19,4.99,0.13424657534246576,1375.0
1008,23647380,1.0,True,Centrum-Oost,52.36685,4.89801,Entire home/apt,2,1,1,1,95.0,3,90,True,0,2,4.92,False,47.5,285.0,0.04,0.11,0.15,4.99,0.0,634.013698630137
1009,23647458,0.0,False,De Baarsjes - Oud-West,52.36279,4.86628,Entire home/apt,4,2,2,7,260.0,4,21,True,0,0,4.95,False,65.0,1040.0,0.07,0.13,0.29,4.99,0.0,1300.0
1010,23662346,0.48,False,Centrum-Oost,52.36915,4.91651,Entire home/apt,4,2,3,11,225.0,3,30,True,2,3,4.81,False,56.25,675.0,0.09,0.15,0.27,4.99,0.005479452054794521,1125.0
1011,23678341,0.75,False,Bos en Lommer,52.37848,4.84791,Entire home/apt,4,2,3,16,350.0,3,14,True,0,1,4.83,False,87.5,1050.0,0.1,0.16,0.3,4.99,0.0,1750.0
1012,23683563,0.56,False,Bos en Lommer,52.37704,4.85514,Entire home/apt,2,1,1,5,130.0,5,1124,True,0,1,4.85,False,65.0,650.0,0.06,0.09,0.2,4.99,0.019178082191780823,656.5753424657535
1013,23728825,0.48,False,De Baarsjes - Oud-West,52.37268,4.86566,Entire home/apt,2,1,1,6,108.0,3,1125,True,0,0,5.0,False,54.0,324.0,0.05,0.2,0.21,4.99,0.0,594.082191780822
1014,23729261,0.0,False,De Pijp - Rivierenbuurt,52.35657,4.89339,Private room,2,1,1,7,89.0,3,1124,True,0,0,4.78,False,44.5,267.0,0.06,0.08,0.16,4.99,0.0,445.0
1015,23776178,0.76,False,Centrum-West,52.36536,4.87975,Entire home/apt,4,2,2,13,400.0,4,1125,True,0,0,4.630000000000001,True,100.0,1600.0,0.13,0.11,0.27,10.99,0.0,2000.0
1016,23802729,0.0,False,Noord-West,52.40845,4.90128,Entire home/apt,5,3,4,11,250.0,3,60,True,0,0,5.0,False,50.0,750.0,0.07,0.15,0.11,4.99,0.0,1250.0
1017,23806047,0.6900000000000001,False,De Baarsjes - Oud-West,52.36158,4.86126,Entire home/apt,4,2,2,8,200.0,4,8,True,0,0,4.9,False,50.0,800.0,0.12,0.13,0.23,4.99,0.0,1210.0958904109589
1018,23815895,0.56,False,Centrum-West,52.37662,4.88696,Private room,2,1,2,13,190.0,3,21,True,2,2,5.0,False,95.0,570.0,0.08,0.2,0.21,4.99,0.005479452054794521,950.0
1019,23852143,1.0,False,De Baarsjes - Oud-West,52.36643,4.87682,Entire home/apt,2,1,1,7,234.0,1000,1001,True,0,2,5.0,False,117.0,234000.0,0.07,0.17,0.21,4.99,0.0,1194.4794520547946
1020,23937912,1.0,False,Watergraafsmeer,52.333031,4.903041,Private room,2,1,1,2,111.0,3,30,True,2,1,4.8,True,55.5,333.0,0.07,0.1,0.21,4.99,0.2410958904109589,556.6027397260274
1021,23971011,0.73,False,De Pijp - Rivierenbuurt,52.34662,4.89105,Entire home/apt,4,2,3,9,180.0,4,28,True,0,1,5.0,True,45.0,720.0,0.08,0.13,0.22,4.99,0.0,996.3698630136986
1022,23984557,1.0,False,Watergraafsmeer,52.34937,4.93952,Entire home/apt,2,1,3,9,200.0,3,7,True,0,0,5.0,False,100.0,600.0,0.05,0.14,0.19,4.99,0.0,1000.0
1023,24018750,0.72,False,Oud-Noord,52.38506,4.91372,Private room,2,1,2,5,165.0,3,1125,True,0,0,5.0,False,82.5,495.0,0.07,0.16,0.23,4.99,0.0,825.0
1024,24134953,0.81,False,Centrum-West,52.37035,4.8861,Private room,2,1,1,3,135.0,3,60,True,1,0,4.92,False,67.5,405.0,0.06,0.16,0.18,4.99,0.7863013698630137,724.2191780821918
1025,24238949,0.0,False,De Baarsjes - Oud-West,52.36115,4.85686,Entire home/apt,3,2,2,2,120.0,3,3,True,0,0,5.0,False,40.0,360.0,0.07,0.15,0.16,4.99,0.0,600.0
1026,24276106,0.25000000000000006,False,Centrum-West,52.37292,4.87732,Entire home/apt,4,2,4,3,150.0,4,14,True,0,0,5.0,False,37.5,600.0,0.09,0.15,0.22,4.99,0.030136986301369864,805.2054794520548
1027,24284070,0.6900000000000001,False,De Pijp - Rivierenbuurt,52.34482,4.89235,Entire home/apt,4,2,2,13,350.0,3,1124,True,2,0,4.88,True,87.5,1050.0,0.09,0.19,0.29,4.99,0.019178082191780823,1757.972602739726
1028,24362175,0.77,False,Bos en Lommer,52.37703,4.86066,Entire home/apt,4,2,2,9,300.0,4,30,True,3,0,4.86,False,75.0,1200.0,0.06,0.2,0.2,4.99,0.00821917808219178,1492.1917808219177
1029,24504360,0.84,False,Centrum-West,52.37858,4.88217,Entire home/apt,3,2,1,13,201.0,4,1122,True,2,1,4.92,False,67.0,804.0,0.08,0.1,0.25,4.99,0.1232876712328767,1058.9178082191781
1030,24534357,0.5,False,IJburg - Zeeburgereiland,52.35644,5.00369,Entire home/apt,4,2,5,9,275.0,3,14,True,0,0,5.0,True,68.75,825.0,0.12,0.22,0.24,4.99,0.0136986301369863,1389.3835616438357
