,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
586,12216213,0.56,False,Centrum-West,52.38001,4.88794,Private room,2,1,1,1,100.0,3,1125,True,6,5,4.9,True,50.0,300.0,0.07,0.14,0.17,4.99,0.7123287671232876,500.0
587,12221842,0.0,False,De Pijp - Rivierenbuurt,52.34298,4.90093,Entire home/apt,2,1,1,3,138.0,3,150,True,0,1,4.85,False,69.0,414.0,0.06,0.17,0.18,4.99,0.021917808219178082,677.4657534246576
588,12227324,0.6799999999999999,False,De Pijp - Rivierenbuurt,52.34403,4.89232,Entire home/apt,2,1,1,5,135.0,5,1125,True,0,0,4.82,False,67.5,675.0,0.04,0.15,0.17,4.99,0.0,675.0
589,12251311,0.22,False,Noord-Oost,52.40583,4.93275,Entire home/apt,5,3,4,4,120.0,10,60,True,0,0,4.86,False,24.0,1200.0,0.05,0.13,0.19,4.99,0.0,850.2602739726027
590,12347938,1.0,False,Oud-Oost,52.35331,4.92009,Entire home/apt,6,3,4,1,125.0,4,1125,True,0,0,4.67,False,20.83,500.0,0.08,0.1,0.18,4.99,0.00821917808219178,658.6849315068494
591,12371557,0.49,False,Oud-Noord,52.39987,4.90603,Entire home/apt,2,1,1,1,91.0,3,23,True,0,1,4.95,False,45.5,273.0,0.06,0.1,0.16,4.99,0.021917808219178082,463.2191780821918
592,12384368,1.0,False,Westerpark,52.38835,4.8876,Entire home/apt,2,1,1,2,130.0,3,25,True,0,1,4.79,False,65.0,390.0,0.05,0.17,0.2,4.99,0.0,651.8630136986301
593,12499692,1.0,False,Oud-Oost,52.35663,4.91654,Entire home/apt,2,1,1,5,70.0,4,60,True,0,0,3.91,False,35.0,280.0,0.06,0.12,0.15,2.99,0.0,387.9178082191781
594,12510553,0.63,False,Centrum-Oost,52.35819,4.89453,Private room,2,1,2,5,150.0,3,30,True,6,0,4.93,False,75.0,450.0,0.06,0.17,0.19,4.99,0.01643835616438356,750.1232876712329
595,12548328,0.08999999999999997,False,De Pijp - Rivierenbuurt,52.34426,4.89841,Entire home/apt,2,1,2,12,225.0,25,30,True,29,0,5.0,False,112.5,5625.0,0.11,0.13,0.25,4.99,0.9972602739726028,1125.0
596,12553513,0.25,False,Oud-Oost,52.36544,4.92655,Entire home/apt,2,1,1,9,199.0,4,1125,True,0,0,4.7,False,99.5,796.0,0.07,0.22,0.21,4.99,0.4273972602739726,995.0
597,12558413,0.7,False,Zuid,52.35339,4.84904,Entire home/apt,2,1,1,11,125.0,3,1125,True,0,2,4.78,False,62.5,375.0,0.07,0.15,0.2,4.99,0.0,679.8904109589041
598,12596322,0.98,False,De Baarsjes - Oud-West,52.36357,4.87979,Entire home/apt,16,8,17,28,750.0,3,365,True,14,2,3.5500000000000003,True,46.88,2250.0,0.15,0.24,0.28,10.99,0.7452054794520548,3977.068493150685
599,12619145,0.44,False,Westerpark,52.38416,4.87143,Entire home/apt,2,1,1,5,98.0,3,1125,True,4,1,4.66,False,49.0,294.0,0.05,0.13,0.17,4.99,0.41643835616438357,490.0
600,12637711,1.0,False,Noord-West,52.41826,4.90073,Entire home/apt,4,2,2,6,111.0,3,3,True,0,2,4.89,False,27.75,333.0,0.07,0.17,0.19,4.99,0.0,697.7671232876712
601,12733599,0.3,False,Watergraafsmeer,52.34991,4.94026,Private room,2,1,1,11,79.0,30,1125,True,0,0,4.67,False,39.5,2370.0,0.06,0.12,0.17,4.99,0.7013698630136986,379.5890410958904
602,12744183,0.0,False,De Baarsjes - Oud-West,52.37002,4.85226,Entire home/apt,2,1,1,3,100.0,3,1125,True,0,0,4.97,False,50.0,300.0,0.06,0.12,0.19,4.99,0.0,717.5342465753424
603,12761526,0.54,False,Watergraafsmeer,52.35442,4.93148,Entire home/apt,3,2,1,10,109.0,4,30,True,0,0,4.74,False,36.33,436.0,0.06,0.08,0.14,4.99,0.0,627.6575342465753
604,12772984,0.8300000000000001,False,Watergraafsmeer,52.34219,4.91696,Entire home/apt,4,2,4,6,250.0,4,14,True,0,0,4.9,False,62.5,1000.0,0.09,0.21,0.28,4.99,0.052054794520547946,1285.7534246575342
605,12840460,0.44999999999999996,False,Zuid,52.35351,4.88529,Entire home/apt,2,1,1,3,92.0,3,1125,True,0,0,4.96,False,46.0,276.0,0.07,0.12,0.15,4.99,0.0,457.82191780821915
606,12885866,0.0,False,Geuzenveld - Slotermeer,52.38116,4.83607,Private room,2,1,1,1,50.0,10,90,True,0,0,4.57,False,25.0,500.0,0.07,0.09,0.15,2.99,0.0,263.64383561643837
607,12959197,0.89,False,Westerpark,52.38277,4.87446,Entire home/apt,2,1,1,9,75.0,3,1125,True,0,0,4.81,False,37.5,225.0,0.08,0.11,0.16,4.99,0.0,483.8904109589041
608,13001861,0.0,False,Bos en Lommer,52.37732,4.86135,Entire home/apt,4,2,2,11,200.0,3,20,True,0,0,4.91,False,50.0,600.0,0.1,0.17,0.22,4.99,0.0,1000.0
609,13017363,0.2,False,Westerpark,52.37824,4.87087,Entire home/apt,2,1,1,8,150.0,28,1125,True,0,0,4.89,False,75.0,4200.0,0.08,0.08,0.2,4.99,0.25205479452054796,750.0
610,13017542,1.0,True,De Baarsjes - Oud-West,52.37027,4.85532,Entire home/apt,4,2,3,9,196.0,4,30,True,0,2,4.9,False,49.0,784.0,0.08,0.09,0.19,4.99,0.0136986301369863,995.4383561643835
611,13074889,0.6,False,Zuid,52.34389,4.86687,Entire home/apt,4,2,4,5,240.0,4,30,True,0,1,4.94,False,60.0,960.0,0.09,0.24,0.22,4.99,0.00821917808219178,1200.0
612,13103861,0.75,True,Centrum-Oost,52.36245,4.904,Private room,2,1,1,7,77.0,3,12,True,1,5,4.8,False,38.5,231.0,0.06,0.12,0.17,4.99,0.29315068493150687,427.7808219178082
613,13135409,0.21000000000000008,False,Zuid,52.35079,4.85205,Entire home/apt,2,1,1,4,90.0,4,1125,True,2,0,4.64,False,45.0,360.0,0.07,0.08,0.16,4.99,0.019178082191780823,481.83561643835617
614,13152028,0.27,False,Westerpark,52.3918,4.87313,Entire home/apt,4,2,2,11,195.0,4,1125,True,0,0,4.86,False,48.75,780.0,0.08,0.24,0.17,4.99,0.4465753424657534,975.0
615,13169294,0.0,False,Watergraafsmeer,52.35323,4.93898,Entire home/apt,4,2,3,4,175.0,4,14,True,0,0,4.67,False,43.75,700.0,0.09,0.24,0.21,4.99,0.0,875.0
616,13187427,1.0,False,Watergraafsmeer,52.35387,4.92996,Entire home/apt,4,2,4,7,195.0,3,21,True,0,0,5.0,False,48.75,585.0,0.06,0.18,0.18,4.99,0.0,975.0
617,13219341,0.5,False,Watergraafsmeer,52.34299,4.95102,Entire home/apt,4,2,4,9,230.0,3,1125,True,0,0,4.89,False,57.5,690.0,0.12,0.18,0.26,4.99,0.26301369863013696,1150.0
618,13229949,0.0,False,Geuzenveld - Slotermeer,52.381,4.83538,Private room,2,1,1,2,59.0,5,1125,True,0,0,3.67,False,29.5,295.0,0.05,0.11,0.16,2.99,0.0,295.0
619,13245827,0.25,False,Watergraafsmeer,52.35631,4.93949,Entire home/apt,4,2,4,14,250.0,3,1125,True,0,0,5.0,False,62.5,750.0,0.09,0.21,0.29,4.99,0.18904109589041096,1250.0
620,13256599,1.0,True,Centrum-West,52.36861,4.88607,Entire home/apt,3,2,1,12,210.0,7,180,True,8,1,4.82,False,70.0,1470.0,0.09,0.2,0.23,4.99,0.7561643835616438,1093.013698630137
621,13272633,1.0,True,Centrum-Oost,52.36532,4.91091,Private room,4,1,2,12,258.0,2,365,True,4,1,4.64,True,64.5,516.0,0.11,0.2,0.21,4.99,0.39452054794520547,1406.4657534246576
622,13277304,0.0,False,IJburg - Zeeburgereiland,52.34993,5.00493,Entire home/apt,4,2,2,9,135.0,3,21,True,0,0,4.83,False,33.75,405.0,0.08,0.09,0.2,4.99,0.0027397260273972603,675.0
623,13302853,0.4,False,Oostelijk Havengebied - Indische Buurt,52.37017,4.94396,Entire home/apt,4,2,6,8,250.0,3,30,True,0,0,4.88,False,62.5,750.0,0.1,0.27,0.16,4.99,0.024657534246575342,1477.4794520547946
624,13314493,0.49000000000000005,False,Centrum-Oost,52.36397,4.90768,Private room,2,1,1,6,95.0,3,1125,True,0,0,4.97,False,47.5,285.0,0.04,0.12,0.17,4.99,0.3287671232876712,475.0
625,13353566,1.0,False,Noord-Oost,52.38531,4.95352,Private room,4,1,2,10,365.0,4,32,True,1,0,4.68,False,91.25,1460.0,0.1,0.16,0.28,4.99,0.7616438356164383,1826.3424657534247
626,13389882,0.8300000000000001,False,Westerpark,52.3789,4.87492,Entire home/apt,2,1,1,8,250.0,5,1125,True,0,0,4.96,False,125.0,1250.0,0.08,0.22,0.23,4.99,0.0,1250.0
627,13425006,0.75,False,Westerpark,52.37763,4.86895,Entire home/apt,3,2,2,7,160.0,4,28,True,0,1,4.51,False,53.33,640.0,0.06,0.23,0.27,4.99,0.0,800.0
628,13428614,1.0,False,Bos en Lommer,52.3779,4.86199,Entire home/apt,2,1,2,1,99.0,3,29,True,0,0,5.0,False,49.5,297.0,0.07,0.12,0.15,4.99,0.0,555.2739726027397
629,13439708,0.92,True,IJburg - Zeeburgereiland,52.35336,4.99456,Entire home/apt,4,2,3,17,350.0,3,1125,True,0,0,4.9,False,87.5,1050.0,0.09,0.18,0.2,4.99,0.4246575342465753,1750.0
630,13449471,0.55,False,De Pijp - Rivierenbuurt,52.35643,4.88806,Entire home/apt,6,3,7,15,310.0,5,21,True,0,0,5.0,False,51.67,1550.0,0.15,0.21,0.27,4.99,0.021917808219178082,1487.3287671232877
631,13471485,0.47,False,De Pijp - Rivierenbuurt,52.35634,4.90442,Entire home/apt,4,2,1,6,150.0,7,15,True,0,0,5.0,False,37.5,1050.0,0.07,0.2,0.19,4.99,0.0,750.7397260273973
632,13486108,0.0,False,Oostelijk Havengebied - Indische Buurt,52.37468,4.94674,Entire home/apt,4,2,3,5,156.0,4,20,True,0,0,4.91,False,39.0,624.0,0.07,0.18,0.17,4.99,0.0,782.2602739726027
633,13489366,0.46,False,De Pijp - Rivierenbuurt,52.34252,4.89785,Entire home/apt,4,2,2,4,110.0,5,30,True,0,0,5.0,False,27.5,550.0,0.06,0.16,0.19,4.99,0.0,550.0
634,13491924,1.0,True,Centrum-West,52.37643,4.88233,Entire home/apt,2,1,1,9,295.0,3,1125,True,0,0,5.0,True,147.5,885.0,0.14,0.21,0.37,4.99,0.0,1380.0684931506848
635,13527219,0.06999999999999995,False,Centrum-West,52.37032,4.89104,Entire home/apt,2,1,1,11,289.0,4,120,True,0,0,5.0,False,144.5,1156.0,0.1,0.14,0.18,4.99,0.6821917808219178,1658.013698630137
636,13537254,0.2,False,De Baarsjes - Oud-West,52.36054,4.86428,Entire home/apt,4,2,2,12,200.0,7,1125,True,0,0,4.7,False,50.0,1400.0,0.08,0.24,0.32,4.99,0.0,1000.0
637,13537721,0.32,False,Centrum-Oost,52.37019,4.93074,Entire home/apt,5,3,3,9,275.0,3,14,True,0,0,5.0,False,55.0,825.0,0.09,0.19,0.26,4.99,0.030136986301369864,1648.2876712328766
638,13571617,0.96,False,Oud-Oost,52.35544,4.90776,Entire home/apt,4,2,2,8,253.0,7,365,True,1,1,4.74,False,63.25,1771.0,0.09,0.18,0.25,4.99,0.1917808219178082,1011.931506849315
639,13612108,0.4,False,De Pijp - Rivierenbuurt,52.34437,4.90637,Entire home/apt,2,1,2,1,85.0,3,7,True,0,0,4.92,False,42.5,255.0,0.05,0.1,0.15,4.99,0.15616438356164383,829.8904109589041
640,13647474,1.0,True,Centrum-Oost,52.36229,4.90017,Private room,3,1,3,1,200.0,3,1001,True,2,4,4.86,False,66.67,600.0,0.06,0.25,0.24,4.99,0.30684931506849317,875.9041095890411
641,13654387,0.86,False,Geuzenveld - Slotermeer,52.3838,4.83647,Entire home/apt,4,2,4,6,199.0,4,30,True,0,0,4.71,False,49.75,796.0,0.07,0.18,0.14,4.99,0.0273972602739726,995.0
642,13655161,0.43,False,Oostelijk Havengebied - Indische Buurt,52.36174,4.93661,Entire home/apt,4,2,2,8,133.0,4,30,True,3,0,4.9,False,33.25,532.0,0.07,0.19,0.18,4.99,0.00821917808219178,673.082191780822
643,13691198,0.77,True,De Pijp - Rivierenbuurt,52.34457,4.90245,Entire home/apt,2,1,2,6,145.0,3,1125,True,0,1,4.9,False,72.5,435.0,0.08,0.14,0.18,4.99,0.038356164383561646,734.3150684931506
644,13710865,0.5,False,De Aker - Nieuw Sloten,52.33872,4.79454,Entire home/apt,6,3,4,13,400.0,4,20,True,0,0,4.62,True,66.67,1600.0,0.14,0.15,0.22,10.99,0.0,2000.0
645,13760261,0.0,False,Centrum-West,52.36633,4.88552,Entire home/apt,4,2,2,22,450.0,4,31,True,0,1,4.38,True,112.5,1800.0,0.01,0.12,0.23,10.99,0.7698630136986301,2354.2328767123286
646,13817814,0.34,False,Westerpark,52.38298,4.87758,Entire home/apt,2,1,1,6,156.0,3,6,True,5,0,5.0,False,78.0,468.0,0.07,0.16,0.2,4.99,0.043835616438356165,539.4794520547945
647,13825117,1.0,False,Oud-Oost,52.35893,4.92372,Entire home/apt,3,2,2,3,130.0,3,6,True,0,0,4.72,False,43.33,390.0,0.05,0.14,0.17,4.99,0.0,650.0
648,13836709,0.89,False,Noord-West,52.40451,4.91506,Private room,1,1,1,1,66.0,3,4,True,2,2,4.47,False,66.0,198.0,0.07,0.1,0.15,2.99,0.019178082191780823,331.45205479452056
649,13854126,0.43,False,Westerpark,52.3837,4.87297,Entire home/apt,4,2,2,12,293.0,3,1125,True,8,1,4.68,False,73.25,879.0,0.08,0.2,0.21,4.99,0.8876712328767123,1465.7534246575342
650,13854467,0.52,False,Zuid,52.34906,4.87094,Entire home/apt,4,2,4,27,584.0,3,1125,True,0,2,4.45,True,146.0,1752.0,0.11,0.18,0.33,10.99,0.010958904109589041,2757.8082191780823
651,13882569,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36111,4.93493,Entire home/apt,2,1,1,3,75.0,3,1125,True,0,2,5.0,False,37.5,225.0,0.05,0.11,0.16,4.99,0.0,516.7945205479452
652,13889292,1.0,False,Noord-Oost,52.38727,4.95789,Entire home/apt,4,2,3,5,189.0,6,1125,True,0,0,4.93,False,47.25,1134.0,0.08,0.23,0.18,4.99,0.0,945.0
653,13891719,0.04999999999999999,False,Centrum-Oost,52.36428,4.91231,Entire home/apt,2,1,1,10,165.0,3,1124,True,0,0,4.71,True,82.5,495.0,0.08,0.16,0.22,4.99,0.0,761.0958904109589
654,13897189,1.0,False,Westerpark,52.38231,4.87142,Entire home/apt,3,2,1,2,131.0,4,31,True,0,1,4.88,False,43.67,524.0,0.09,0.11,0.19,4.99,0.0,649.0410958904109
655,13906273,1.0,False,Oostelijk Havengebied - Indische Buurt,52.3678,4.94205,Entire home/apt,2,1,1,4,100.0,6,1125,True,0,0,4.91,False,50.0,600.0,0.05,0.15,0.19,4.99,0.0,500.0
656,13925585,0.73,False,De Baarsjes - Oud-West,52.36877,4.85404,Entire home/apt,2,1,1,3,129.0,3,5,True,2,0,4.97,False,64.5,387.0,0.07,0.12,0.2,4.99,0.005479452054794521,647.1917808219179
657,13950958,0.75,False,Watergraafsmeer,52.35228,4.92669,Entire home/apt,2,1,1,6,125.0,3,1125,True,4,0,5.0,False,62.5,375.0,0.06,0.15,0.2,4.99,0.01643835616438356,698.7123287671233
658,13966822,1.0,False,Slotervaart,52.35328,4.83378,Private room,2,1,2,1,82.0,3,7,True,1,4,4.97,False,41.0,246.0,0.06,0.08,0.15,4.99,0.5698630136986301,450.972602739726
659,14021891,1.0,False,Zuid,52.35129,4.85118,Entire home/apt,2,1,1,1,140.0,3,30,True,0,0,4.85,True,70.0,420.0,0.05,0.12,0.16,4.99,0.0,700.0
660,14022661,0.6699999999999999,False,Zuid,52.34516,4.86432,Entire home/apt,2,1,2,1,100.0,4,6,True,1,0,4.86,False,50.0,400.0,0.04,0.16,0.16,4.99,0.2054794520547945,500.0
661,14034936,0.04999999999999999,False,Oud-Noord,52.39461,4.91771,Entire home/apt,2,1,2,5,75.0,3,21,True,0,0,4.89,False,37.5,225.0,0.04,0.11,0.16,4.99,0.410958904109589,498.09589041095893
662,14054326,0.47,False,Centrum-Oost,52.36951,4.91187,Private room,2,1,1,8,135.0,3,1125,True,2,3,4.76,True,67.5,405.0,0.06,0.21,0.18,4.99,0.5671232876712329,676.068493150685
663,14070038,0.12,False,Centrum-West,52.37153,4.88022,Entire home/apt,4,2,4,10,160.0,3,28,True,0,0,4.81,False,40.0,480.0,0.09,0.22,0.18,4.99,0.0,800.0
664,14092826,0.88,False,Westerpark,52.38007,4.87164,Entire home/apt,4,2,2,9,200.0,3,60,True,0,0,4.82,False,50.0,600.0,0.1,0.13,0.27,4.99,0.0027397260273972603,1016.2602739726027
665,14146873,1.0,False,Oostelijk Havengebied - Indische Buurt,52.37337,4.945,Entire home/apt,4,2,5,7,125.0,5,14,True,0,0,4.83,False,31.25,625.0,0.08,0.13,0.15,4.99,0.0,700.027397260274
666,14171624,1.0,False,Bos en Lommer,52.37851,4.84993,Entire home/apt,3,2,1,4,120.0,3,1125,True,0,0,4.73,False,40.0,360.0,0.05,0.14,0.17,4.99,0.0,600.0
667,14172232,1.0,False,De Baarsjes - Oud-West,52.36116,4.86508,Entire home/apt,2,1,1,4,140.0,3,3,True,0,0,4.88,False,70.0,420.0,0.06,0.18,0.16,4.99,0.0,700.0
668,14182817,0.19,False,Centrum-Oost,52.36246,4.90842,Entire home/apt,2,1,1,3,130.0,6,30,True,0,0,4.87,False,65.0,780.0,0.05,0.13,0.17,4.99,0.0,650.0
669,14198060,0.0,False,Oud-Oost,52.36154,4.91452,Entire home/apt,2,1,1,4,139.0,3,1125,True,0,0,4.0,False,69.5,417.0,0.06,0.13,0.17,4.99,0.0,695.0
670,14244097,0.5700000000000001,False,Centrum-Oost,52.36554,4.90685,Entire home/apt,4,2,3,11,360.0,7,28,True,0,0,4.67,False,90.0,2520.0,0.09,0.15,0.24,4.99,0.29315068493150687,1800.0
671,14277750,0.53,False,Centrum-Oost,52.36795,4.89861,Entire home/apt,2,1,2,9,250.0,3,30,True,0,2,4.86,False,125.0,750.0,0.1,0.13,0.07,4.99,0.5315068493150685,1250.0
672,14325757,1.0,True,Centrum-Oost,52.36026,4.895207,Private room,2,1,1,7,125.0,3,14,True,0,2,4.71,True,62.5,375.0,0.07,0.13,0.2,4.99,0.07123287671232877,635.7808219178082
673,14333038,0.44,False,Centrum-West,52.37003,4.87997,Entire home/apt,2,1,1,15,175.0,3,90,True,0,0,4.64,False,87.5,525.0,0.09,0.2,0.21,4.99,0.0,809.931506849315
674,14346556,0.5,False,De Baarsjes - Oud-West,52.37047,4.84998,Entire home/apt,2,1,1,2,149.0,3,1125,True,0,0,4.95,False,74.5,447.0,0.08,0.19,0.19,4.99,0.5917808219178082,745.0
675,14364518,0.68,False,De Baarsjes - Oud-West,52.36485,4.87546,Entire home/apt,4,2,3,7,170.0,7,28,True,0,0,4.87,False,42.5,1190.0,0.06,0.19,0.22,4.99,0.6219178082191781,852.3561643835617
676,14412610,0.92,False,Centrum-Oost,52.36381,4.9144,Private room,2,1,1,5,85.0,4,1125,True,2,2,4.9,True,42.5,340.0,0.06,0.1,0.16,4.99,0.5698630136986301,442.82191780821915
677,14462366,0.41,False,Centrum-West,52.37301,4.88198,Entire home/apt,3,2,2,12,221.0,4,1125,True,0,0,4.56,False,73.67,884.0,0.12,0.17,0.25,4.99,0.0,1106.7123287671234
678,14572858,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36537,4.93583,Entire home/apt,4,2,2,4,185.0,3,30,True,3,0,4.83,False,46.25,555.0,0.06,0.17,0.22,4.99,0.00821917808219178,925.0
679,14610851,0.42,False,Buitenveldert - Zuidas,52.33217,4.88236,Entire home/apt,2,1,1,6,120.0,4,1125,True,0,0,5.0,False,60.0,480.0,0.06,0.13,0.18,4.99,0.0,600.0
680,14765588,0.33,False,De Aker - Nieuw Sloten,52.34705,4.79025,Entire home/apt,4,2,4,1,156.0,5,11,True,0,0,4.83,False,39.0,780.0,0.07,0.21,0.19,4.99,0.1863013698630137,783.972602739726
681,14815394,1.0,False,Westerpark,52.38046,4.87091,Entire home/apt,2,1,1,10,250.0,3,1125,True,0,0,5.0,False,125.0,750.0,0.06,0.15,0.21,4.99,0.052054794520547946,1225.6438356164383
682,14821744,1.0,False,Westerpark,52.37991,4.86757,Entire home/apt,2,1,1,12,110.0,3,20,True,0,0,4.86,True,55.0,330.0,0.06,0.16,0.21,4.99,0.0,590.068493150685
683,14839350,0.13,False,De Baarsjes - Oud-West,52.36914,4.87526,Entire home/apt,3,2,2,16,375.0,3,1082,True,0,0,4.9,False,125.0,1125.0,0.07,0.23,0.27,4.99,0.4246575342465753,1875.0
684,14869289,0.5700000000000001,False,De Baarsjes - Oud-West,52.35987,4.84998,Entire home/apt,2,1,1,10,145.0,3,10,True,0,0,4.98,False,72.5,435.0,0.05,0.1,0.16,4.99,0.08493150684931507,724.8630136986301
685,14876448,0.75,False,Buitenveldert - Zuidas,52.33054,4.89016,Entire home/apt,2,1,1,5,162.0,4,15,True,10,0,5.0,False,81.0,648.0,0.07,0.17,0.14,4.99,0.030136986301369864,821.1643835616438
686,14879214,0.62,False,De Pijp - Rivierenbuurt,52.35596,4.8886,Entire home/apt,2,1,1,8,169.0,3,30,True,1,0,4.76,False,84.5,507.0,0.07,0.16,0.18,4.99,0.010958904109589041,847.5068493150685
687,14884660,1.0,True,Bijlmer-Oost,52.32027,4.96463,Entire home/apt,4,2,2,1,125.0,3,11,True,2,1,4.91,False,31.25,375.0,0.06,0.06,0.18,4.99,0.019178082191780823,767.7671232876712
688,14890435,0.0,False,Oostelijk Havengebied - Indische Buurt,52.3639,4.93747,Entire home/apt,4,2,2,1,85.0,28,60,True,0,0,4.67,False,21.25,2380.0,0.07,0.09,0.14,4.99,0.43561643835616437,425.0
689,15024573,1.0,False,Slotervaart,52.35594,4.844,Entire home/apt,2,1,1,5,129.0,7,15,True,0,0,5.0,False,64.5,903.0,0.06,0.08,0.2,4.99,0.4136986301369863,645.0
690,15038140,0.45,False,Centrum-West,52.37994,4.88759,Entire home/apt,4,2,3,17,449.0,3,1125,True,2,0,4.66,False,112.25,1347.0,0.1,0.16,0.28,10.99,0.4712328767123288,2245.0
691,15045784,1.0,False,Westerpark,52.38066,4.87215,Entire home/apt,2,1,1,8,229.0,4,4,True,5,0,4.72,False,114.5,916.0,0.06,0.18,0.21,4.99,0.0136986301369863,1145.0
692,15069603,0.67,False,De Baarsjes - Oud-West,52.36839,4.85363,Entire home/apt,2,1,1,4,96.0,2,1125,True,0,0,4.84,False,48.0,192.0,0.06,0.12,0.16,4.99,0.0,480.0
693,15081578,1.0,True,IJburg - Zeeburgereiland,52.35537,4.99057,Entire home/apt,6,3,7,20,314.0,4,30,True,0,0,5.0,False,52.33,1256.0,0.1,0.19,0.31,4.99,0.2054794520547945,1571.2328767123288
694,15093623,0.36,False,Centrum-West,52.3729,4.89869,Private room,2,1,1,2,150.0,4,1125,True,0,3,4.93,False,75.0,600.0,0.08,0.19,0.2,4.99,0.4876712328767123,628.3561643835617
695,15096042,0.6,False,Centrum-Oost,52.36161,4.89083,Private room,2,1,1,7,130.0,5,200,True,0,1,4.92,False,65.0,650.0,0.08,0.17,0.19,4.99,0.0,650.0
696,15167502,0.9,False,De Baarsjes - Oud-West,52.36472,4.87417,Entire home/apt,4,2,2,2,189.0,3,15,True,0,1,4.9,False,47.25,567.0,0.08,0.19,0.22,4.99,0.0027397260273972603,1011.9041095890411
697,15209631,1.0,True,Oostelijk Havengebied - Indische Buurt,52.37165,4.93705,Entire home/apt,2,1,1,10,267.0,4,50,True,0,0,4.94,False,133.5,1068.0,0.11,0.23,0.25,4.99,0.7506849315068493,1401.5890410958905
698,15210146,0.8,False,Bos en Lommer,52.3807,4.85693,Entire home/apt,2,1,1,8,83.0,3,15,True,0,0,4.96,False,41.5,249.0,0.05,0.1,0.16,4.99,0.00821917808219178,575.7945205479452
699,15213109,0.42,False,Westerpark,52.38724,4.88051,Entire home/apt,4,2,2,11,298.0,3,1125,True,9,2,4.84,False,74.5,894.0,0.07,0.11,0.19,4.99,0.043835616438356165,1271.4109589041095
700,15260123,0.78,False,De Pijp - Rivierenbuurt,52.33335,4.89973,Private room,4,1,2,10,150.0,3,1001,True,0,2,4.66,False,37.5,450.0,0.07,0.18,0.17,4.99,0.34794520547945207,655.972602739726
701,15276959,0.28,False,Centrum-Oost,52.37328,4.9026,Private room,2,1,1,4,150.0,4,1125,True,3,2,4.89,False,75.0,600.0,0.08,0.11,0.13,4.99,0.5917808219178082,655.6164383561644
702,15351762,0.75,False,Oostelijk Havengebied - Indische Buurt,52.36428,4.93597,Entire home/apt,2,1,2,10,141.0,4,8,True,2,2,4.96,True,70.5,564.0,0.05,0.19,0.16,4.99,0.5178082191780822,715.2876712328767
703,15351988,0.55,False,Centrum-West,52.37958,4.89447,Entire home/apt,4,2,5,15,339.0,7,1124,True,0,0,4.76,False,84.75,2373.0,0.09,0.1,0.16,4.99,0.0,1696.2328767123288
704,15382115,0.8200000000000001,False,Centrum-Oost,52.36849,4.9149,Entire home/apt,2,1,1,1,130.0,5,1125,True,0,0,4.94,False,65.0,650.0,0.05,0.17,0.14,4.99,0.0,650.3698630136986
705,15465365,0.65,True,Centrum-West,52.37003,4.8779,Private room,2,1,1,5,93.0,4,7,True,0,1,4.95,False,46.5,372.0,0.05,0.12,0.15,4.99,0.0,479.7260273972603
706,15481220,0.43,False,Slotervaart,52.34927,4.83232,Entire home/apt,4,2,4,19,475.0,5,1125,True,0,0,4.48,False,118.75,2375.0,0.13,0.13,0.26,10.99,0.8328767123287671,2375.0
707,15504280,0.67,False,Watergraafsmeer,52.35083,4.92117,Entire home/apt,2,1,1,6,200.0,3,1125,True,0,1,4.86,False,100.0,600.0,0.1,0.15,0.25,4.99,0.038356164383561646,1015.3424657534247
708,15534081,0.92,False,Westerpark,52.394,4.87882,Entire home/apt,2,1,1,1,74.0,3,30,True,0,4,4.37,False,37.0,222.0,0.07,0.13,0.17,2.99,0.0,370.0
709,15546882,1.0,False,IJburg - Zeeburgereiland,52.3603,4.97647,Entire home/apt,3,2,3,4,149.0,3,1125,True,0,0,4.86,True,49.67,447.0,0.07,0.11,0.17,4.99,0.030136986301369864,748.5616438356165
710,15564496,0.0,False,Zuid,52.35128,4.85429,Entire home/apt,3,2,3,6,226.0,14,365,True,4,0,4.88,False,75.33,3164.0,0.06,0.2,0.16,4.99,0.17534246575342466,1203.6027397260275
711,15574248,0.0,False,Slotervaart,52.36497,4.82948,Entire home/apt,4,2,2,6,175.0,3,7,True,0,0,4.56,False,43.75,525.0,0.07,0.21,0.21,4.99,0.0,875.0
712,15591889,0.14,False,Zuid,52.34835,4.88619,Entire home/apt,3,2,2,7,120.0,4,14,True,0,0,5.0,False,40.0,480.0,0.06,0.11,0.18,4.99,0.0,713.7260273972603
713,15599773,0.0,False,De Baarsjes - Oud-West,52.35795,4.85598,Entire home/apt,4,2,4,7,142.0,3,1125,True,1,0,5.0,False,35.5,426.0,0.06,0.1,0.15,4.99,0.0027397260273972603,1303.5753424657535
714,15611604,0.31,False,Zuid,52.34763,4.86774,Entire home/apt,4,2,3,12,331.0,4,1125,True,5,2,4.89,False,82.75,1324.0,0.12,0.16,0.23,4.99,0.01643835616438356,1656.986301369863
